#front|back
疆|[jiāng] 边疆 biānjiāng border region; 新疆 Xīnjiāng
曰|[yuē] say<br /><br />{Compare with 日 rì sun}
傅|[fù] 师傅 shīfu master (term of respect)
袍|[páo] (=袍子 páozi) robe, gown
唇|[chún] (=嘴唇 zuǐchún) lip; 唇膏 chúngāo lipstick
穌|[sū] revive, come to; 耶稣 Yēsū Jesus
捧|[pěng] hold, carry in both hands; 捧着一个西瓜 pěngzhe yí gè xīguā carrying a watermelon
勾|[gōu] cross out, evoke, gang up with<br /><br />[gòu] 勾当 gòudang shady deal/business
牧|[mù] herd, tend; 牧场 mùchǎng grazing land, pasture; 牧民 mùmín herdsman, govern the people
儒|[rú] Confucianism, scholar; 儒家 Rújiā Confucianists; 儒林 Rúlín (Confucian) scholars
慨|[kǎi] 慷慨 kāngkǎi generous, vehement
筋|[jīn] tendon, muscle, fiber; 脑筋 nǎojīn brains, mind, head; 橡皮筋 xiàngpíjīn rubber band
柱|[zhù] pillar, post, cylinder
卑|[bēi] low, inferior, modest, humble; 卑鄙 bēibǐ base, despicable, vulgar; 卑劣 bēiliè despicable
咽|[yàn] to swallow<br /><br />[yān] pharynx<br /><br />[yè] 呜咽 wūyè sob, whimper
噸|[dūn] {loan}> ton, 〈slang〉 one thousand yuan (RMB)
蟲|[chóng] worm, insect; 爬虫 páchóng reptile; 书虫 shūchóng bookworm
繩|[shéng] (=绳子 shéngzi, =绳索 shéngsuǒ) rope, cord
廚|[chú] 厨房 chúfáng kitchen
冤|[yuān] injustice; 冤枉 yuānwang do wrong, treat unjustly
漲|[zhǎng] rise, go up<br /><br />[zhàng] swell
皺|[zhòu] to wrinkle; 皱纹 zhòuwén wrinkles
疲|[pí] 疲劳 píláo exhausted, fatigued; 疲倦 píjuàn tired
賭|[dǔ] gamble, bet
饒|[ráo] rich, plentiful, have mercy, give extra
礦|[kuàng] (=矿石 kuàngshí) ore; (矿山 kuàngshān) mine; 矿物 kuàngwù mineral
暢|[chàng] smooth, free; 舒畅 shūchàng happy, worry-free; 畅快 chàngkuài cheerfull, carefree; 畅通 chàngtōng unimpeded, unblocked
煤|[méi] coal; 煤油 méiyóu kerosene
腕|[wàn] (=手腕 shǒuwàn) wrist; 腿腕子 tuǐwànzi ankle
噴|[pēn] spurt, spray; 打喷嚏 dǎ pēntì sneeze<br /><br />[pèn] crop, in season, high season
遣|[qiǎn] 派遣 pàiqiǎn send, dispatch; 先遣 xiānqiǎn sent in advance
浩|[hào] 浩荡 hàodàng vast, mighty; 浩大 hàodà huge
翁|[wēng] old man, {family name}>
咨|[zī] 咨询 zīxún consult, seek advice from
鏢|[biāo] dartlike weapon; 保镖 bǎobiāo bodyguard
屏|[píng] 屏幕 píngmù screen<br /><br />[bǐng] 屏息 bǐngxī hold breath<br /><br />[bīng] 屏营 bīngyíng with fear and trepidation
仲|[zhòng] second, middle (of 3 months or brothers); 仲春 zhòngchūn 2nd month of spring, middle of spring; 仲兄 zhòngxiōng 2nd eldest brother
嘻|[xī] exclamation of surprise, Alas!, My! (=嘻嘻 xīxī) sound of giggling
吩|[fēn] 吩咐 fēnfù tell, instruct
棉|[mián] cotton
孟|[mèng] eldest son, first month of season, {family name}>
撐|[chēng] prop up, support, keep up, fill to bursting
爐|[lú] (=炉子 lúzi) stove, oven, furnace
泄|[xiè] leak, drain, divulge, release<br /><br />[yì] 泄沓 yìtà garrulous and disorderly, easygoing
葬|[zàng] (=埋葬 máizàng) bury (the dead); 葬礼 zànglǐ funeral
搜|[sōu] search; 搜集 sōují collect; 搜查 sōuchá search; 搜索 sōusuǒ look for
添|[tiān] add, increase
遵|[zūn] obey; 遵守 zūnshǒu comply with; 遵照 zūnzhào obey, conform to
迪|[dí] {archaic}> enlighten, guide
偽|[wěi] false, fake; 虚伪 xūwěi false, hypocritical; 伪币 wěibì counterfeit money
兆|[zhào] omen, million, mega
欠|[qiàn] owe, lack, lean forward; 哈欠 hāqiàn yawn
諒|[liàng] (=原谅 yuánliàng) forgive
炎|[yán] (=炎热 yánrè) burning hot, (=发炎 fāyán) inflammation
氛|[fēn] 气氛 qìfēn atmosphere
杖|[zhàng] cane, caning, flogging, (=手杖 shǒuzhàng) staff, walking stick
瞎|[xiā] become blind, pointlessly; 瞎子 xiāzi blind person
釣|[diào] (=钓鱼 diàoyú) to fish; 钓钩 diàogōu fishing hook
腸|[cháng] intestine
披|[pī] drape over one's shoulders, open
剝|[bāo] shell, peel<br /><br />[bō] 剥削 bōxuē exploitation
誓|[shì] (=发誓 fāshì) swear; 誓言 shìyán oath
賺|[zhuàn] gain, profit<br /><br />[zuàn] cheat
役|[yì] labor, required service, (=战役 zhànyì) battle; 兵役 bīngyì military service; 奴役 núyì enslave
泡|[pào] soak, bubble; 泡菜 pàocài pickle; 泡沫 pàomò foam<br /><br />[pāo] spongy
逆|[nì] go against, disobey, be contrary to; 汉英逆引词典 Hanyǔ nì yǐn cídiǎn Reverse Chinese-English dictionary
矮|[ǎi] short (not tall), low; 矮子 ǎizi dwarf
吊|[diào] hang, lift up, let down with rope, crane, mourn, revoke
填|[tián] fill, stuff, fill in (form)
嘉|[jiā] good, fine, praise
燭|[zhú] 蜡烛 làzhú candle
廈|[shà] 大厦 dàshà tall building, mansion<br /><br />[Xià] 厦门 Xiàmén Amoy
夕|[xī] evening, sunset; 夕阳 xīyáng the setting sun
衰|[shuāi] 衰弱 shuāiruò weak, feeble; 衰老 shuāilǎo decrepit; 衰退 shuāituì fail, decline<br /><br />[cuī] 等衰 děngcuī rank, grade
液|[yè] fluid, (=液体 yètǐ) liquid
薛|[Xuē] {family name}>
仆|[pū] fall forward; 颠仆 diānpū fall (down), fall into disgrace<br /><br />[pú] (F僕) 仆人 púrén servant
邁|[mài] step, stride, old
齒|[chǐ] (=牙齿 yáchǐ) tooth
謹|[jǐn] (=谨慎 jǐnshèn) cautious, sincerely
呈|[chéng] to present; 呈现 chéngxiàn appear; 呈报 chéngbào submit a report
昂|[áng] (=昂首 ángshǒu) hold one's head high, high, soaring
抄|[chāo] copy search and confiscate; 抄写 chāoxiě transcribe
彌|[mí] 弥漫 mímiàn fill the air; 弥补 míbǔ make up for, remedy
渴|[kě] (=口渴 kǒukě) thirsty; 渴望 kěwàng thirst for, long for
梯|[tī] (=梯子 tīzi) ladder, (=楼梯 lóutī) stairs
疏|[shū] sparse, scanty; 疏忽 shūhu carelessness
耗|[hào] (=消耗 xiāohào, =耗费 hàofèi) consume; 耗子 hàozi mouse, rat
瞪|[dèng] open (one's eyes) wide, stare, glare; 瞪眼 dèngyǎn stare, stare down
斥|[chì] 排斥 páichì reject; 驳斥 bóchì refute, denounce, reject, 斥责 chìzé denounce
誇|[kuā] brag; 夸大 kuādà exaggerate
蒂|[dì] stem of a fruid; 烟蒂 yāndì cigarette butt; 阴蒂 yīndì clitoris
剪|[jiǎn] (=剪刀 jiǎndāo) scissors
娶|[qǔ] marry (a woman), take a wife, get married
痕|[hén] 痕迹 hénjì mark, trace, vestige; 伤痕 shānghén scar
弗|[fú] {archaic}> not
姚|[Yáo] {family name}>
債|[zhài] debt
妥|[tuǒ] appropriate, ready
璃|[lí] 玻璃 bōli glass; 琉璃 liúlí coloured glaze
掏|[tāo] pull out, fish out (from pocket, etc.), dig
剎|[shā] (=刹车) brake, stop<br /><br />[chà] 刹那 chànà instant, split second
晶|[jīng] bright; 水晶 shuǐjīng (rock) crystal; 晶体管 jīngtǐguǎn transistor; 晶营 jīngyíng sparkling
衷|[zhōng] inner feelings, middle; 衷心 zhōngxīn wholehearted; 无动于衷 wú dòng yú zhōng indifferent, unconcerned
膚|[fū] (=皮肤 pífu) skin; 肤色 fūsè color of skin
鹿|[lù] deer
拓|[tà] make rubbings from stone/bronze<br /><br />[tuò] open up, develop
卓|[zhuó] tall, {family name}>, (=卓越 zhuóyuè) outstanding
癥|[zhèng] disease; 健忘症 jiànwàngzhèng amnesia<br /><br />[zhēng] 症结 zhēngjié crucial reason, obstruction of the bowels
糖|[táng] sugar, (=糖果 tángguǒ) candy; 糖醋 tángcù sweet and sour
欽|[qīn] by the emperor himself, respect, (=钦佩 qīnpèi) admire; 钦差 qīnchāi imperial envoy
綿|[mián] 连绵 unbroken; 海绵 sponge<br /><br />[miān] 软绵绵 soft
哩|[lī] {used as for sound value}><br /><br />[lǐ] (=英里 Yīnglǐ) Britittish mile
誘|[yòu] guide, lead, lure
枯|[kū] withered, dried up, dull
歇|[xiē] have a rest; 间歇 jiànxiē intermission
塑|[sù] model, mould; 塑料 sùliào plastic; 塑像 sùxiàng statue
妨|[fáng] (=妨碍 fáng'ài) hinder, impede, harm; 不妨 bùfáng might as well, no harm in...
豫|[yù] short name for Henan; 犹豫 yóuyù hesitate
抑|[yì] press down, restrain; 抑制 yìzhì restrain, inhibition
珊|[shān] 珊瑚 shānhú coral; 珊瑚礁 shānhújiāo coral reef
棍|[gùn] (棍子) rod, stick; 拐棍 guǎigùn walking stick
晉|[jìn] enter, advance, promote, a dynasty (265-420), {family name}>, short name for Shanxi province
淋|[lín] pour, drench; 冰淇淋 bīngqilín ice cream<br /><br />[lìn] strain, filter<br /><br />[līn] 湿淋淋 shīlīnlīn drenched
悅|[yuè] (=喜悦 xǐyuè) happy, joyful, delighted
敦|[dūn] 敦厚 dūnhòu honest, sincere; 敦煌 Dūnhuáng (in Gansu)<br /><br />[duì] ancient vessel
艷|[yàn] beauteous, amorous, (=艳丽 yànlì) gorgeous, respendent; 鲜艳 xiānyàn bright (color)
玻|[bō] 玻璃 bōli glass
砸|[zá] strike, smash, break
嚷|[rǎng] shout, yell<br /><br />[rāng] 嚷嚷 rāngrang shout
盲|[máng] (=盲目 mángmù) blind, unable to distinguish; 盲动 mángdòng act blindly
辨|[biàn] distinguish, differentiate
葛|[gé] kudzu vine, grass-cloth<br /><br />[Gě] {family name}>
罕|[hǎn] rarely, seldom<br /><br />[han] 希罕 xīhan rare, cherish
矩|[jǔ] (carpenter's square); 矩阵 jǔzhèn matrix
泳|[yǒng] 游泳 yóuyǒng swim
宅|[zhái] residence, house
貸|[dài] borrow, (=贷款 dàikuǎn) lend, loan
膀|[bǎng] upper arm, (=肩膀 jiānbǎng) shoulder; 翅膀 chìbǎng wing;<br /><br />[pāng] swell<br /><br />[páng] 膀胱 pángguāng urinary bladder
捏|[niē] hold between the fingers, knead, fabricate
頸|[jǐng] (=颈项 jǐngxiàng) neck<br /><br />[gěng] 脖颈儿 bógěngr nape
踐|[jiàn] 实践 put into practice; 践踏 trample
脖|[bó] (=脖子 bózi) neck
賈|[gǔ] merchant<br /><br />[Jiǎ] {family name}>
轎|[jiào] sedan chair; 轿车 jiàochē car
脾|[pí] spleen; 脾气 píqi (bad-) temper
堡|[bǎo] (=堡垒 bǎolěi), fort, fortress; 城堡 chéngbǎo castle<br /><br />[bǔ] (=堡子 bǔzi) walled town/village (used mostly in place names)<br /><br />[pù] walled town/village (used mostly in place names)
嬌|[jiāo] graceful, delicate; 娇嫩 jiāonèn tender and lovely
浙|[Zhè] 浙江省 Zhèjiāngshěng Zhejiang Province
劣|[liè] bad, inferior, minor
瀟|[xiāo] deep and clear water; 潇洒 xiāosǎ natural & unrestrained
賜|[cì] give, grant, gift (from superior to inferior)
陀|[tuó] 陀螺 tuóluó top (spiraling toy); 陀螺仪 tuóluóyí gyroscope
蓄|[xù] store, save, grow; 积蓄 jīxù save; 储蓄 chǔxù deposit
墳|[fén] grave, tomb
頌|[sòng] praise, song, ode; 歌颂 gēsòng sing the praises of
漏|[lòu] (=漏水 lòushuǐ) leak out
杭|[Háng] 杭州 Hángzhōu
茅|[máo] straw, thatch; (茅草 máocǎo) grass for thatching; 白茅 báimáo edible wild grass
磚|[zhuān] brick
瞬|[shùn] wink; 瞬间 shùnjiān a moment, in the twinkling of an eye
鶴|[hè] crane (emblem of longevity)
辟|[bì] monarch; 复辟 fùbì restore a dethored monarch or old order<br /><br />[pì] 开辟 kāipì open up, start
漁|[yú] to fish; 渔民 yúmín fisherfolk; 渔业 yúyè fishery
乖|[guāi] clever, (=乖乖 guāiguāi) obedient, well-behaved
霸|[bà] overlord, tyrant, dominate; 霸占 bàzhàn sieze
襄|[xiāng] (=襄助 xiāngzhù) assist, help
炒|[chǎo] stir fry, saute; 炒饭 chǎofàn fried rice; 炒面 chǎomiàn "chow mein", fried noodles
啞|[yǎ] mute, dumb, hoarse<br /><br />[yā] {interjection indicating surprice, same as 呀}>, ah, oh
浦|[pǔ] riverside, river mouth (mostly used in place names), {family name}>
餅|[bǐng] cake; 饼干 bǐnggān cracker, cookie
犧|[xī] sacrificial animal; 牺牲 xīshēng sacrifice
灘|[tān] (=海滩 hǎitān) beach, sands
釘|[dīng] a nail, to follow closely<br /><br />[dìng] to nail
吁|[yù] plead, (=呼吁 hūyù) appeal<br /><br />[xū] 吁吁 xūxū panting, puffing hard<br /><br />[yū] {interjection "Whoa!"}>
錫|[xī] tin (Sn)
贈|[zèng] (=赠送 zèngsòng) give as a present
哄|[hōng] hubbub<br /><br />[hǒng] fool, coax<br /><br />[hòng] horseplay
鈴|[líng] bell
頑|[wán] stupid, stubborn, naughty; 顽强 wánqiáng indomitable; 顽固 wángù obstinate
殖|[zhí] propagate, (=繁殖 fánzhí) breed, reproduce, colonize; 殖民地 zhímíndì colony<br /><br />[shi] 骨殖 gǔshi skeleton
鷹|[yīng] hawk, eagle
蔡|[Cài] {family name}>, sacrificial tortoise
催|[cuī] urge, hurry, hasten
芙|[fú] 芙蓉 fúróng cottonrose hibiscus, lotus
彬|[bīn] 彬彬 bīnbīn {archaic}> refined, urbane
拚|[pīn] (= 拼) put/piece together, spell, risk life<br /><br />[pàn] abandon and ignore
軌|[guǐ] track, rail, course, path; 轨道 guǐdào orbit
喲|[yō] Oh!<br /><br />[yo] {interjection indicating exhortation}><br /><br />[yāo] ouch
歉|[qiàn] apology; 道歉 dàoqiàn apologize; 抱歉 bàoqiàn regret, be sorry
盯|[dīng] stare at
碩|[shuò] very large; 硕士学位 shuòshìxuéwèi Master's degree
惹|[rě] offend, ask for (trouble); 惹麻烦 rě máfán excite or invite trouble
契|[qì] (=契约 qìyuē) contract, legal agreement<br /><br />[qiè] 契阔 qièkuò long separation, to be separated from one another
愚|[yú] make a fool of, dupe, (=愚蠢 yúchǔn) foolish, stupid
帥|[shuài] commander in chief, graceful
惶|[huáng] afraid, fearful, (=惶恐 huángkǒng) alarmed, anxious, uneasy, (= 忧惶 yōuhuáng, (= 惶惑 huánghuò) apprehensive; 惊惶 scared, alarmed
憾|[hàn] (=遗憾 yíhàn) regret, sorry
懶|[lǎn] lazy, sluggish; 伸懒腰 shēn lǎnyāo stretch oneself
姨|[yí] aunt (mother's sister), sister-in-law (wife's sister)
喘|[chuǎn] (=喘气 chuǎnqì) pant, gasp for breath; 气喘 qìchuǎn asthma
獸|[shòu] beast, wild animal, (=野兽 yěshòu) beastly, crude, uncivilized
陌|[mò] path between fields, (=陌生 mòshēng) strange; 陌生人 mòshēngrén stranger
罩|[zhào] cover, hood, overalls, cage
獵|[liè] (=打猎 dǎliè) hunt, chase; 猎人 lièren hunter; 猎狗 liègǒu hound
嵩|[sōng] lofty (mountain); 嵩山 Sōngshān mountain in Hénán
鹽|[yán] salt
飢|[jī] starve, be hungry, famine; 饥饿 jī'è hunger, starvation
凄|[qī] cold, chilly, sad; 凄凉 qīliáng desolate; 凄惨 qīcǎn wretched
喉|[hóu] (=喉咙 hóulóng) throat, larynx
宴|[yàn] (=宴会 yànhuì) banquet
腔|[qiāng] cavity, tune, pitch, accent, speech
翰|[hàn] writing brush, writing
膝|[xī] (=膝盖 xīgài) knee
陵|[líng] hill, mound, tomb; 十三陵 Shísānlíng the 13 Ming tombs
蜂|[fēng] bee, wasp; 蜜蜂 mìfēng honeybee; 蜂房 fēngfáng beehive
邏|[luó] patrol; 逻辑 luóji {loan}> logic
劈|[pī] chop, split<br /><br />[pǐ] divide, split
廉|[lián] honest, clean, low-priced
裹|[guǒ] bind, wrap; 包裹 bāoguǒ bundle, package
驕|[jiāo] severe, (=骄傲 jiāo'ào) arrogant, proud
販|[fàn] 贩子 fànzi dealer; 贩卖 fànmài deal in, traffic, peddle
繪|[huì] paint, draw; 绘画 huìhuà drawing, painting
崖|[yá] (=崖壁 yábì) precipice, cliff
辰|[chén] time, day, occasion, celestial bodies, 2-hr period; 星辰 xīngchén star
涯|[yá] 天涯 tiānyá edge of world; 生涯 shēngyá career, profession
戈|[gē] ancient Chinese weapon similar to dagger axe or halberd
坑|[kēng] hole, pit
遮|[zhē] cover, hide, block
擒|[qín] capture, catch, seize
蠻|[mán] quite, very, fierce, (=野蛮 yěmán) barbaric; 蛮横 mánhèng unreasonable
芷|[zhǐ] 白芷 báizhǐ {Chinese medicine}> root of Dahurian Angelica
堵|[dǔ] stop up, block, {classifier for walls}>, {family name}>; 一堵墙 yì dǔ qiáng a wall
雇|[gù] (=雇佣 gùyōng) hire, employ; 雇主 gùzhǔ employer; 雇员 gùyuán employee
挽|[wǎn] draw, pull, roll up; 挽救 wǎnjiù rescue; (F輓) pull (cart/carriage); lament
眠|[mián] (睡眠 shuìmián) sleep; 冬眠 dōngmián hibernate
吻|[wěn] kiss, animal's mouth, muzzle, lips
孝|[xiào] filial, filial piety, mourning
泊|[bó] at anchor, moor, berth<br /><br />[pō] 湖泊 húpō lakes
撕|[sī] rip, tear; 撕毁 sīhuǐ tear apart<br /><br />[xī] 提撕 tíxī arouse attention, help and guide
虹|[hóng] (=彩虹 cǎihóng) rainbow<br /><br />[jiàng] {colloquial}> rainbow
敘|[xù] chat, (=叙述 xùshù, =叙事 xùshì) narrate, relate
粹|[cuì] (=纯粹 chúncuì) pure, unadulterated
勉|[miǎn] make an effort; 勉强 miǎnqiǎng force; with difficulty
竭|[jié] (=竭力 jiélì) do one's utmost, (=竭尽 jiéjìn) use up, exhaust
歪|[wāi] crooked, askew, inclined, devious
慎|[shèn] cautious, careful
棵|[kē] {classifier for trees, cabbages, etc.}>; 一棵树 yí kè shù a tree
朴|[pǔ] (F樸) (=朴素 pǔsù) simple<br /><br />[Piáo] {family name}><br /><br />[pò] 朴树 pòshù Chinese hackberry<br /><br />[pō] 朴刀 pōdāo a type of long knife
械|[xiè] machinery, (=机械 jīxiè) mechanical; 器械 qìxiè apparatus
溪|[xī] (=溪流 xīliú) brook, small stream
莉|[lì] 茉莉 mòli jasmine; 茉莉花茶 mòli huāchá jasmine tea
斑|[bān] spot, speck, stripe; 斑马 bānmǎ zebra
磕|[kē] knock against; 磕头 kētóu kowtow; 磕碰 kēpèng collide with
寡|[guǎ] few, scant, tasteless; 寡妇 guǎfu widow; 沉默寡言 chénmòguǎyán habitually silent
循|[xún] follow, abide by; 循环 xúnhuán circulate, cycle
斬|[zhǎn] chop
掠|[lüè] take by force, (=掠夺 lüèduó) pillage, plunder; (掠过 lüèguò) sweep past<br /><br />[lüě] sweep/brush past, snatch away
呂|[Lǚ] {family name}>
昔|[xī] (=昔日 xīrì) former times, the past; 往昔 wǎngxī in the past
郊|[jiāo] (=郊区 jiāoqū, =郊外 jiaowài) suburbs, outskirts
爵|[jué] rank of nobility, peerage; 爵士 juéshì knight; 爵士音乐 juéshì yīnyuè jazz
徽|[huī] emblem, badge, insignia; 安徽省ānhuī shěng Anhui Province
磁|[cí] magnetism; 磁铁 cítiě magnet; 磁带 cídài (magnetic) tape
俯|[fǔ] bow (one's head), bend down; 俯冲 fǔchōng dive; 俯瞰 fǔkàn look down at, overlook
譚|[tán] talk, {family name}>; 天方夜谭 tiānfāngyètán the story of Arabian Nights
鼎|[dǐng] ancient cooking vessel, tripod
拂|[fú] stroke, touch lightly, whisk, flick, go against (somebody's wishes); 拂晓 fúxiǎo before daybreak<br /><br />[bì] (=弼) assist
俺|[ǎn] I, we; 俺们 ǎnmen we (refers to speakers only)
嫂|[sǎo] (=大嫂 dàsǎo) elder brother's wife, sister-in-law
帕|[pà] kerchies, (=手帕 shǒupà) handkerchief
嗯|[ńg] What?, Huh?<br /><br />[ňg] How come?, Why?<br /><br />[?g] O.K., Agreed!
凍|[dòng] freeze
婉|[wǎn] gentle, (=婉转 wǎnzhuǎn) tactful, agreeable
桐|[tóng] parasol tree; 桐油 tóngyóu tung oil
駱|[luò] (=骆驼 luòtuo) camel
潑|[pō] splash, spoll, sprinkle; rude and unreasonable; 活泼 huópo lively
匠|[jiàng] artisan<br /><br />[jiang] 木匠 mùjiang carpenter; 铁匠 tiějiàng blacksmith
艇|[tǐng] light boat
謙|[qiān] 谦虚 qiānxū, 谦逊 qiānxùn modest
妓|[jì] (=娼妓 chāngjì) prostitute, {traditional}> female performer
菩|[pú] 菩萨 púsà bodhisattva, benevolent being
廁|[cè] (=厕所 cèsuǒ) toilet<br /><br />[si] (=茅厕 máosi) latrine
俘|[fú] capture, (=俘虏 fúlǔ) prisoner, captive
毅|[yì] resolute; 毅力 yìlì willpower; 坚毅 jiānyì determined
嶺|[lǐng] mountain, (=山岭 shānlǐng) mountain range, ridge; 峻岭 jùnlǐng high mountains
丫|[yā] fork, bifurcation; 丫头 yātou girl, maid, servant, salve girl
畏|[wèi] fear, respect; 畏惧 wèijù dread; 畏缩 wèisuō flinch
湘|[Xiāng] short name for 湖南 Húnán; 湘江 Xiāng Jiāng a river in Hunan
桶|[tǒng] bucket
嗓|[sǎng] (=嗓子 sǎngzi) throat, (=嗓音 sǎngyīn) voice, (=嗓门儿 sǎngménr) larynx, voice
煌|[huáng] bright, brilliant; 敦煌石窟 Dūnhuáng Shíkū Gansu Caves
鮑|[bào] {family name}>, (=鲍鱼 bàoyú) abalone
粒|[lì] grain, granule; 粒子 lìzǐ {terminology in physics}> particle
巷|[xiàng] lane, alley<br /><br />[hàng] 巷道 hàngdào tunnel (in a mine)
帘|[lián] flag as shop sign; (F簾) curtain
禿|[tū] bald, bare, blunt, incomplete
腊|[là] (F臘) (=腊月 làyuè) 12th lunar month, cured (fish/meat/etc.); 腊肠 làcháng sausage; 希腊 Xīlà Greece<br /><br />[xī] dried meat
倉|[cāng] warehouse
拐|[guǎi] (=拐弯 guǎiwān) turn, change direction, limp, swindle, abduct; 拐棍 guǎigùn walking stick
綁|[bǎng] bind, tie; 绑架 bǎngjià kidnap
啥|[shá] (=啥子 sházi) what? (= 什么 shénme)
薦|[jiàn] recommend, {archaic}> grass, straw
倪|[ní] {family name}>, (=端倪 duānní) clue
瑟|[sè] musical instrument with 25 strings
廊|[láng] hall
鴨|[yā] (=鸭子 yāzi) duck; 唐老鸭 Táng lǎoyā Donald Duck
蜜|[mì] (=蜂蜜 fēngmì) honey; 蜜蜂 mìfēng honeybee
診|[zhěn] 诊断 zhěnduàn diagnose; 诊所 zhěnsuǒ clinic
棚|[péng] shed, shack, canopy; 窝棚 wōpeng shack
掀|[xiān] lift (a cover, etc.), surge
筒|[tǒng] tube; 电筒 diàntǒng flashlight
媳|[xí] (=媳妇 xífù) daughter-in-law; 童养媳 tóngyǎngxí child bride
紋|[wén] lines, veins, (wood) grain
秒|[miǎo] second (1/60 of a 分 minute)
沾|[zhān] moisten, soak, touch
龐|[páng] (=庞大 pángdà) colossal, huge
蹲|[dūn] squat on the heels, stay
騷|[sāo] (=骚动 sāodòng, =骚乱 sāoluàn) disturb, harass
歧|[qí] (of roads:) fork, branch, divergent; 歧视 qíshì discriminate
艘|[sōu] {classifier for boats, vessels, etc.}>; 两艘油船 liǎng sōu yóuchuán two oil tankers
芝|[zhī] {traditional}> iris; 哗芝麻 zhīma sesame
嘩|[huá] clamor, hubbub, (=喧哗 xuānhuá) noise, clamor<br /><br />[huā] {the sound of clanging, gurgling, etc.}>
畝|[mǔ] sixth of an acre (0.0667 hectares)
券|[quàn] ticket, certificate; 入场券 rùchǎngquàn admission ticket<br /><br />[xuàn] 拱券 gǒngxuàn span of an arch
趟|[tàng] {classifier for trips, times, rows, etc.}><br /><br />[tāng] (=蹚 tāng) ford, wade
巾|[jīn] piece of cloth; 毛巾 máojīn towel; 餐巾 cānjīn napkin; 围巾 wéijīn scarf
淫|[yín] excessive, over, wanton, lewd, licentious
謊|[huǎng] lie, prevaricate
寞|[mò] quiet; 寂寞 jìmò lonely
灌|[guàn] pour; 灌溉 guàngài irrigate; 灌木 guànmù bush
籃|[lán] basket; 篮球 lánqiú basketball
妄|[wàng] absurd, rash; 妄想狂 wàngxiǎngkuáng paranoia
擱|[gē] put<br /><br />[gé] endure
侄|[zhí] brother's son, nephew; 侄女 zhúnǚ brother's daughter, neice
廂|[xiāng] wing of a house, side, railway carriage
叉|[chā] (=叉子 chāzi) fork, intersection, (=交叉 jiāochā) intersect<br /><br />[chá] obstruct, jam up<br /><br />[chǎ] the distance between thumb and middle minger on an outstretched hand<br /><br />[chà] fork, diverge; 叉路 chàlù crossroad
俞|[Yú] {family name}>, small boat<br /><br />[shù] (=腧)
伐|[fá] fell, cut down, attack
宰|[zǎi] slaughter, butcher, govern; 宰割 zǎigē invade and oppress
瞞|[mán] hide the truth from
宙|[zhòu] 宇宙 yǔzhòu cosmos
腫|[zhǒng] swollen; 肿瘤 zhǒngliú tumor; 红肿 red and swollen
漆|[qī] lacquer, paint; 油漆 yóuqī paint; 漆黑 qīhēi pitch-black
怖|[bù] fear, frightening; 恐怖 kǒngbù terror
吾|[wú] (=予 yǔ) {archaic}> I, me
吼|[hǒu] roar, howl
僑|[qiáo] 华侨 Huáqiáo overseas Chinese; 侨胞 compatriots abroad
疊|[dié] pile up, repeat; (折叠 zhédié) fold
嘯|[xiào] 呼啸 hūxiào whistle, scream, whizz
罐|[guàn] (罐头 guàntou) can; jar
肆|[sì] (=四sì) four, (=肆意 sìyì) wantonly, {archaic}> shop
裙|[qún] (裙子 qúnzi) skirt
泣|[qì] (=哭泣 kūqì) cry, weep, (=抽泣 chōuqì) sob
脹|[zhàng] (=膨胀 péngzhàng) swell, expand
賦|[fù] (赋于) bestow on; compose; 赋税 taxes
熬|[áo] boil, stew; endure<br /><br />[āo] boil, cook in water
趁|[chèn] take advantage of; while; 趁机会 chèn jīhuì take advantage of an opportunity
咳|[hāi] hey<br /><br />[ké] 咳嗽 késou cough
愉|[yú] 愉快 yúkuài delighted
懇|[kěn] 诚恳 chéngkěn, 恳切 kěnqiè sincere; 恳求 plead
辜|[gū] 辜负 gūfù let down, disappoint
肌|[jī] 肌肉 jīròu muscle
嬰|[yīng] (=婴儿 yīng'ér) baby, infant
羽|[yǔ] (=羽毛 yǔmáo) feather; 羽毛球 yúmáoqiú badminton
躬|[gōng] {archaic}> personally; bend at the waist
斃|[bì] execute (kill); 枪毙 qiāngbì execute by shooting
拘|[jū] (=拘留 jūliú) arrest, detain; 拘束 jūshù restrict; 拘谨 jūjiň overcautious
叮|[dīng] sting, bite; say/ask again, verify
哇|[wa] {sentence final particle like 啊 a}><br /><br />[wā] wah! (sound of crying)
晴|[qíng] (晴朗 qínglǎng) fine, sunny; 晴天霹雳 qíngtiānpīlì a bolt from the blue
謎|[mí] (谜语 míyǔ) riddle<br /><br />[mèi] 谜儿 riddle
淮|[Huái] a river in 河南 and 安徽
旺|[wàng] prosperous, flourishing; 旺盛 vigorous, exuberant
逸|[yì] leisure, escape; 安逸 ānyì comfortable, leisurely
瓊|[qióng] beautiful jade; 琼脂 agar
姜|[jiāng] ginger
嗚|[wū] (sound of whistling, zooming); 呜咽 wūyè sob, whimper
竄|[cuàn] flee, scurry; exile; change wording
頒|[bān] proclaim, (=颁发 bānfā) promulgate, issue
薪|[xīn] firewood, fuel, (=薪水 xīnshui) salary
寨|[zhài] stockade, camp
尿|[niào]<br /><br />[suī] urine, urinate
頰|[jiá] jaw; cheek
逮|[dài] 逮捕 dàibǔ arrest<br /><br />[dǎi] catch; 猫逮老鼠 māo dǎi lǎoshǔ a cat catching a mouse
